['68795.36'],['62197690.0'],['0.15652828']
['86855.81'],['32746624.0'],['0.0961096']
['74027.79'],['36374676.0'],['0.10071188']
['67876.57'],['32868586.0'],['0.09503021']
['61883.22'],['32833802.0'],['0.09752843']
['61704.168'],['36768172.0'],['0.10297208']
['66321.48'],['46967628.0'],['0.12214074']
['71298.19'],['36175108.0'],['0.10658341']
['67554.93'],['36456844.0'],['0.10550612']
['68753.94'],['36676404.0'],['0.10848118']
['72234.64'],['39041496.0'],['0.10981792']
['74807.14'],['37458028.0'],['0.1009827']
['72588.23'],['34386084.0'],['0.09977077']
['68215.78'],['32042806.0'],['0.092976496']
['68031.19'],['31522916.0'],['0.09471554']
['70024.0'],['38683084.0'],['0.10325009']
['68223.65'],['38464336.0'],['0.107381575']
['75683.39'],['37644428.0'],['0.10228091']
['71141.586'],['31609810.0'],['0.09471554']
['74823.94'],['30806932.0'],['0.09559983']
['67677.46'],['33789336.0'],['0.09923768']
['66294.15'],['34512436.0'],['0.10408941']
['68553.22'],['35981436.0'],['0.10166353']
['68982.38'],['35981436.0'],['42285236.0']
