['4155.4194'],['1343661.5'],['0.01818234']
['1712.9377'],['1393371.2'],['0.016203968']
['1425.6595'],['3233647.5'],['0.02441547']
['3231.137'],['2899449.8'],['0.023635285']
['3064.1218'],['2862405.0'],['0.021649877']
['2854.8357'],['4141860.0'],['0.028726054']
['4071.8254'],['4093818.8'],['0.028766705']
['2395.5408'],['3190968.0'],['0.02379728']
['2966.3442'],['1543123.9'],['0.017674569']
['2907.3943'],['2429046.0'],['0.019390216']
['2719.02'],['2063843.1'],['0.023217052']
['1567.1268'],['1538748.5'],['0.01701972']
['1615.917'],['1395742.4'],['0.01891752']
['2669.026'],['2535188.5'],['0.021145038']
['2601.17'],['1801561.2'],['0.018675962']
['2312.4827'],['1518435.0'],['0.017545396']
['2271.889'],['1215981.9'],['0.017674569']
['2368.5906'],['1322793.6'],['0.020619687']
['1667.9751'],['857934.06'],['0.01578369']
['1544.9598'],['1334853.6'],['0.02259926']
['1237.1063'],['718544.0'],['0.0141706765']
['1357.8982'],['785937.6'],['0.013555638']
['1572.893'],['730510.75'],['0.013084229']
['1463.13'],['730510.75'],['4143663.0']
