['50830.344'],['72674190.0'],['0.30819267']
['68514.69'],['74182620.0'],['0.36189038']
['73419.65'],['64673828.0'],['0.28087777']
['68659.914'],['59156468.0'],['0.26670063']
['66745.23'],['60990372.0'],['0.28672794']
['65509.785'],['60321996.0'],['0.2705394']
['67142.56'],['75348344.0'],['0.34229228']
['66826.7'],['60541220.0'],['0.2663425']
['69620.46'],['62098680.0'],['0.2693811']
['67331.17'],['59336404.0'],['0.25323522']
['73478.586'],['59590036.0'],['0.24856776']
['61170.96'],['52481240.0'],['0.21726012']
['57054.902'],['53538860.0'],['0.2150568']
['56242.7'],['56358424.0'],['0.20462865']
['59439.89'],['46874176.0'],['0.18833609']
['55733.234'],['57581644.0'],['0.21063173']
['56941.605'],['49076292.0'],['0.17555423']
['56173.277'],['44671450.0'],['0.16858476']
['50047.42'],['57152630.0'],['0.21178846']
['54355.027'],['52966410.0'],['0.19711111']
['57390.02'],['46812920.0'],['0.17575541']
['57298.5'],['45099436.0'],['0.16339774']
['53960.5'],['47231084.0'],['0.17152071']
['55766.914'],['47231084.0'],['47406976.0']
