['48481.656'],['17702884.0'],['0.06115401']
['49414.496'],['16624375.0'],['0.055792123']
['48733.55'],['21757238.0'],['0.06680733']
['50017.62'],['21174802.0'],['0.070950255']
['50700.13'],['20003080.0'],['0.06668981']
['51934.496'],['25806444.0'],['0.08059258']
['51849.824'],['21820066.0'],['0.070305176']
['50172.207'],['19190436.0'],['0.062450994']
['48762.945'],['24138584.0'],['0.07513868']
['51368.285'],['21011372.0'],['0.070196666']
['49929.05'],['20763182.0'],['0.06519567']
['50003.957'],['24101088.0'],['0.077704504']
['51994.16'],['20051076.0'],['0.06948443']
['51728.1'],['18508030.0'],['0.06308783']
['50646.914'],['18550206.0'],['0.061546385']
['48208.277'],['18146596.0'],['0.059013333']
['50886.176'],['21546904.0'],['0.06942914']
['50657.176'],['21546904.0'],['24849818.0']
