['74192.4'],['30567418.0'],['0.07806608']
['80506.95'],['30177932.0'],['0.07759762']
['67079.96'],['29908074.0'],['0.07759245']
['64044.53'],['30156478.0'],['0.07762802']
['64184.055'],['30048466.0'],['0.07795437']
['72881.9'],['30223166.0'],['0.07792696']
['73512.3'],['29904790.0'],['0.077162415']
['63273.594'],['30397162.0'],['0.07802507']
['61753.176'],['30330322.0'],['0.077344246']
['68089.58'],['30233482.0'],['0.07708999']
['71926.79'],['30330466.0'],['0.077662244']
['62790.523'],['30505516.0'],['0.077990256']
['78480.055'],['30203966.0'],['0.07700717']
['75425.555'],['29999282.0'],['0.07674743']
['69174.82'],['30301088.0'],['0.07703008']
['69093.04'],['30064408.0'],['0.077394284']
['67859.1'],['29453558.0'],['0.07540721']
['64329.08'],['29453558.0'],['30285240.0']
