['12864.002'],['15101729.0'],['0.05779494']
['14933.0625'],['14848364.0'],['0.056429096']
['15047.118'],['15226258.0'],['0.05677858']
['14074.966'],['13350639.0'],['0.049557302']
['14084.88'],['14040818.0'],['0.053103436']
['14592.791'],['13468024.0'],['0.05088099']
['13254.448'],['13700487.0'],['0.050808858']
['13589.574'],['12847782.0'],['0.047865737']
['14782.417'],['14558746.0'],['0.056074232']
['15670.21'],['15951267.0'],['0.061531242']
['14840.731'],['15335043.0'],['0.056074232']
['14343.58'],['14474302.0'],['0.050518684']
['14570.989'],['14261452.0'],['0.05044573']
['12668.123'],['12072574.0'],['0.04517261']
['12498.079'],['14846477.0'],['0.05159332']
['12788.986'],['15605531.0'],['0.05902489']
['14140.985'],['14393075.0'],['0.04963225']
['13044.474'],['14393075.0'],['5691353.0']
