['5951.6704'],['13360087.0'],['0.053375']
['5192.46'],['11298602.0'],['0.04297636']
['5986.1807'],['8255546.0'],['0.035341434']
['5278.684'],['11871106.0'],['0.043104753']
['4863.752'],['8558847.0'],['0.03735243']
['4362.445'],['7788934.0'],['0.037715975']
['4820.135'],['10946452.0'],['0.04232828']
['5458.014'],['10348865.0'],['0.040116098']
['5265.369'],['9716732.0'],['0.039701574']
['5349.751'],['8640513.0'],['0.039142895']
['4977.2266'],['10294954.0'],['0.043232743']
['4651.974'],['10644247.0'],['0.044921186']
['4490.9014'],['9147151.0'],['0.041934498']
['3891.7842'],['9407683.0'],['0.041736208']
['4907.9663'],['11913575.0'],['0.049131468']
['4465.5786'],['6018754.0'],['0.03245173']
['3866.4277'],['8209094.0'],['0.037715975']
['4518.934'],['8209094.0'],['6105539.0']
