['30816.867'],['9613565.0'],['0.033271592']
['31984.893'],['10478672.0'],['0.033808257']
['31217.55'],['10246904.0'],['0.03386811']
['31876.057'],['9105495.0'],['0.033987954']
['30207.818'],['7129973.0'],['0.03058487']
['28989.145'],['11348354.0'],['0.033987954']
['34493.87'],['10536356.0'],['0.03489256']
['32695.336'],['9950666.0'],['0.033271592']
['31730.086'],['9927509.0'],['0.03350966']
['34116.11'],['8910015.0'],['0.034771357']
['32164.086'],['9232838.0'],['0.03416806']
['28962.299'],['11841336.0'],['0.036484893']
['32364.332'],['8011801.5'],['0.031508803']
['32815.207'],['7351333.0'],['0.030930035']
['30298.041'],['7469155.5'],['0.029502155']
['29672.29'],['9849838.0'],['0.03374845']
['30318.914'],['7388440.5'],['0.028994717']
['29555.324'],['7388440.5'],['12391354.0']
