['5740.456'],['2829974.2'],['0.0155099165']
['5191.5527'],['3520759.5'],['0.018480651']
['5716.456'],['4203611.5'],['0.021191156']
['5747.3384'],['3517130.5'],['0.018632405']
['5674.502'],['718120.75'],['0.011443271']
['5332.5483'],['4325740.5'],['0.02139303']
['4222.029'],['1805584.1'],['0.014334014']
['5755.096'],['2554569.5'],['0.016582996']
['5566.6113'],['3503244.8'],['0.017397366']
['5705.0996'],['970903.25'],['0.011681927']
['5755.6543'],['1465948.4'],['0.011917908']
['5737.233'],['2537332.0'],['0.015225505']
['4614.9683'],['694255.0'],['0.010336508']
['4427.039'],['1742035.4'],['0.014334014']
['5758.594'],['2269723.5'],['0.0155099165']
['5758.497'],['1461682.0'],['0.0127226105']
['5756.8843'],['1384026.0'],['0.011800253']
['5718.68'],['1384026.0'],['2402220.2']
